# Date: 2018-08-21
# Curated Ensembl Gene IDs based extensive pseudogene check
# Some outdated IDs were also remvoed or replaced
ORIGINAL_ENSEMBL	ORIGINAL_ENTREZ	ORIGINAL_NAME	UPDATED_ENSEMBL_IDS	FINAL_ENSEMBL_IDS	NOTES
ENSG00000106302	23553	HYAL4	ENSG00000106302	ENSG00000106302	
ENSG00000106304	6677	SPAM1	ENSG00000106304	ENSG00000106304	
ENSG00000106346	84132	USP42	ENSG00000106346	ENSG00000106346	
ENSG00000106348	3614	IMPDH1	ENSG00000106348	ENSG00000106348	
ENSG00000106384	346606	MOGAT3	ENSG00000106384	ENSG00000106384	
ENSG00000106392	56913	C1GALT1	ENSG00000106392	ENSG00000106392	
ENSG00000106397	8985	PLOD3	ENSG00000106397	ENSG00000106397	
ENSG00000106459	4899	NRF1	ENSG00000106459	ENSG00000106459	
ENSG00000106462	2146	EZH2	ENSG00000106462	ENSG00000106462	
ENSG00000106605	644	BLVRA	ENSG00000106605	ENSG00000106605	
ENSG00000106617	51422	PRKAG2	ENSG00000106617	ENSG00000106617	
ENSG00000106628	5425	POLD2	ENSG00000106628	ENSG00000106628	
ENSG00000106633	2645	GCK	ENSG00000106633	ENSG00000106633	
ENSG00000106636	10652	YKT6	ENSG00000106636	ENSG00000106636	
ENSG00000106648	168391	GALNTL5	ENSG00000106648	ENSG00000106648	
ENSG00000106683	3984	LIMK1	ENSG00000106683	ENSG00000106683	
ENSG00000106688	6505	SLC1A1	ENSG00000106688	ENSG00000106688	
ENSG00000106733	54981	NMRK1	ENSG00000106733	ENSG00000106733	
ENSG00000106799	7046	TGFBR1	ENSG00000106799	ENSG00000106799	
ENSG00000106853	22949	PTGR1	ENSG00000106853	ENSG00000106853	
ENSG00000106976	1759	DNM1	ENSG00000106976	ENSG00000106976	
ENSG00000106992	203	AK1	ENSG00000106992	ENSG00000106992	
ENSG00000107104	23189	KANK1	ENSG00000107104	ENSG00000107104	
ENSG00000107140	7016	TESK1	ENSG00000107140	ENSG00000107140	
ENSG00000107159	768	CA9	ENSG00000107159	ENSG00000107159	
ENSG00000107165	7306	TYRP1	ENSG00000107165	ENSG00000107165	
ENSG00000107242	8395	PIP5K1B	ENSG00000107242	ENSG00000107242	
ENSG00000107317	5730	PTGDS	ENSG00000107317	ENSG00000107317	
ENSG00000107341	54926	UBE2R2	ENSG00000107341	ENSG00000107341	
ENSG00000107537	5264	PHYH	ENSG00000107537	ENSG00000107537	
ENSG00000107611	8029	CUBN	ENSG00000107611	ENSG00000107611	
ENSG00000107614	1787	TRDMT1	ENSG00000107614	ENSG00000107614	
ENSG00000107618	5949	RBP3	ENSG00000265203	ENSG00000265203	Updated Ensembl ID
ENSG00000107625	79009	DDX50	ENSG00000107625	ENSG00000107625	
ENSG00000107643	5599	MAPK8	ENSG00000107643	ENSG00000107643	
ENSG00000107669	11101	ATE1	ENSG00000107669	ENSG00000107669	
ENSG00000107758	5532	PPP3CB	ENSG00000107758	ENSG00000107758	
ENSG00000107779	657	BMPR1A	ENSG00000107779	ENSG00000107779	
ENSG00000107789	9562	MINPP1	ENSG00000107789	ENSG00000107789	
ENSG00000107798	3988	LIPA	ENSG00000107798	ENSG00000107798	
ENSG00000107819	81855	SFXN3	ENSG00000107819	ENSG00000107819	
ENSG00000107854	80351	TNKS2	ENSG00000107854	ENSG00000107854	
ENSG00000107902	64077	LHPP	ENSG00000107902	ENSG00000107902	
ENSG00000107951	55149	MTPAP	ENSG00000107951	ENSG00000107951	
ENSG00000107954	9148	NEURL	ENSG00000107954	ENSG00000107954	
ENSG00000107968	1326	MAP3K8	ENSG00000107968	ENSG00000107968	
ENSG00000108106	27338	UBE2S	ENSG00000108106	ENSG00000108106	
ENSG00000108179	10105	PPIF	ENSG00000108179	ENSG00000108179	
ENSG00000108242	1562	CYP2C18	ENSG00000108242	ENSG00000108242	
ENSG00000108381	443	ASPA	ENSG00000108381	ENSG00000108381	
ENSG00000108439	55163	PNPO	ENSG00000108439	ENSG00000108439	
ENSG00000108443	6198	RPS6KB1	ENSG00000108443	ENSG00000108443	
ENSG00000108468	10951	CBX1	ENSG00000108468	ENSG00000108468	
ENSG00000108469	9400	RECQL5	ENSG00000108469	ENSG00000108469	
ENSG00000108474	9487	PIGL	ENSG00000108474	ENSG00000108474	
ENSG00000108479	2584	GALK1	ENSG00000108479	ENSG00000108479	
ENSG00000108515	2027	ENO3	ENSG00000108515	ENSG00000108515	
ENSG00000108523	26001	RNF167	ENSG00000108523	ENSG00000108523	
ENSG00000108528	8402	SLC25A11	ENSG00000108528	ENSG00000108528	
ENSG00000108559	4927	NUP88	ENSG00000108559	ENSG00000108559	
ENSG00000108576	6532	SLC6A4	ENSG00000108576	ENSG00000108576	
ENSG00000108592	117246	FTSJ3	ENSG00000108592	ENSG00000108592	
ENSG00000108602	218	ALDH3A1	ENSG00000108602	ENSG00000108602	
ENSG00000108654	1655	DDX5	ENSG00000108654	ENSG00000108654	
ENSG00000108773	2648	KAT2A	ENSG00000108773	ENSG00000108773	
ENSG00000108784	4669	NAGLU	ENSG00000108784	ENSG00000108784	
ENSG00000108786	3292	HSD17B1	ENSG00000108786	ENSG00000108786	
ENSG00000108799	2145	EZH1	ENSG00000108799	ENSG00000108799	
ENSG00000108813	1748	DLX4	ENSG00000108813	ENSG00000108813	
ENSG00000108839	239	ALOX12	ENSG00000108839	ENSG00000108839	
ENSG00000108846	8714	ABCC3	ENSG00000108846	ENSG00000108846	
ENSG00000108854	64750	SMURF2	ENSG00000108854	ENSG00000108854	
ENSG00000108861	1845	DUSP3	ENSG00000108861	ENSG00000108861	
ENSG00000108932	9120	SLC16A6	ENSG00000108932	ENSG00000108932	
ENSG00000108946	5573	PRKAR1A	ENSG00000108946	ENSG00000108946	
ENSG00000108984	5608	MAP2K6	ENSG00000108984	ENSG00000108984	
ENSG00000109065	26151	NAT9	ENSG00000109065	ENSG00000109065	
ENSG00000109107	230	ALDOC	ENSG00000109107	ENSG00000109107	
ENSG00000109181	7365	UGT2B10	ENSG00000109181	ENSG00000109181	
ENSG00000109189	64854	USP46	ENSG00000109189	ENSG00000109189	
ENSG00000109193	6783	SULT1E1	ENSG00000109193	ENSG00000109193	
ENSG00000109323	4126	MANBA	ENSG00000109323	ENSG00000109323	
ENSG00000109332	7323	UBE2D3	ENSG00000109332	ENSG00000109332	
ENSG00000109339	5602	MAPK10	ENSG00000109339	ENSG00000109339	
ENSG00000109390	4717	NDUFC1	ENSG00000109390	ENSG00000109390	
ENSG00000109424	7350	UCP1	ENSG00000109424	ENSG00000109424	
ENSG00000109452	8821	INPP4B	ENSG00000109452	ENSG00000109452	
ENSG00000109576	51166	AADAT	ENSG00000109576	ENSG00000109576	
ENSG00000109586	51809	GALNT7	ENSG00000109586	ENSG00000109586	
ENSG00000109606	1665	DHX15	ENSG00000109606	ENSG00000109606	
ENSG00000109610	6649	SOD3	ENSG00000109610	ENSG00000109610	
ENSG00000109667	56606	SLC2A9	ENSG00000109667	ENSG00000109667	
ENSG00000109685	7468	WHSC1	ENSG00000109685	ENSG00000109685	
ENSG00000109743	683	BST1	ENSG00000109743	ENSG00000109743	
ENSG00000109814	7358	UGDH	ENSG00000109814	ENSG00000109814	
ENSG00000109854	10553	HTATIP2	ENSG00000109854	ENSG00000109854	
ENSG00000109861	1075	CTSC	ENSG00000109861	ENSG00000109861	
ENSG00000109929	6309	SC5DL	ENSG00000109929	ENSG00000109929	
ENSG00000109956	27087	B3GAT1	ENSG00000109956	ENSG00000109956	
ENSG00000110013	54414	SIAE	ENSG00000110013	ENSG00000110013	
ENSG00000110066	51111	SUV420H1	ENSG00000110066	ENSG00000110066	
ENSG00000110080	6484	ST3GAL4	ENSG00000110080	ENSG00000110080	
ENSG00000110090	1374	CPT1A	ENSG00000110090	ENSG00000110090	
ENSG00000110107	27339	PRPF19	ENSG00000110107	ENSG00000110107	
ENSG00000110195	2348	FOLR1	ENSG00000110195	ENSG00000110195	
ENSG00000110203	2352	FOLR3	ENSG00000110203	ENSG00000110203	
ENSG00000110243	116519	APOA5	ENSG00000110243	ENSG00000110243	
ENSG00000110328	374378	GALNT18	ENSG00000110328	ENSG00000110328	
ENSG00000110344	9354	UBE4A	ENSG00000110344	ENSG00000110344	
ENSG00000110367	1656	DDX6	ENSG00000110367	ENSG00000110367	
ENSG00000110395	867	CBL	ENSG00000110395	ENSG00000110395	
ENSG00000110422	10114	HIPK3	ENSG00000110422	ENSG00000110422	
ENSG00000110435	8050	PDHX	ENSG00000110435	ENSG00000110435	
ENSG00000110436	6506	SLC1A2	ENSG00000110436	ENSG00000110436	
ENSG00000110536	114971	PTPMT1	ENSG00000110536	ENSG00000110536	
ENSG00000110583	79829	NAA40	ENSG00000110583	ENSG00000110583	
ENSG00000110619	833	CARS	ENSG00000110619	ENSG00000110619	
ENSG00000110628	5002	SLC22A18	ENSG00000110628	ENSG00000110628	
ENSG00000110713	4928	NUP98	ENSG00000110713	ENSG00000110713	
ENSG00000110717	4728	NDUFS8	ENSG00000110717	ENSG00000110717	
ENSG00000110719	10312	TCIRG1	ENSG00000110719	ENSG00000110719	
ENSG00000110721	1119	CHKA	ENSG00000110721	ENSG00000110721	
ENSG00000110786	84867	PTPN5	ENSG00000110786	ENSG00000110786	
ENSG00000110871	84274	COQ5	ENSG00000110871	ENSG00000110871	
ENSG00000110887	1610	DAO	ENSG00000110887	ENSG00000110887	
ENSG00000110911	4891	SLC11A2	ENSG00000110911	ENSG00000110911	
ENSG00000110921	4598	MVK	ENSG00000110921	ENSG00000110921	
ENSG00000110931	10645	CAMKK2	ENSG00000110931	ENSG00000110931	
ENSG00000110955	506	ATP5B	ENSG00000110955	ENSG00000110955	
ENSG00000110958	10728	PTGES3	ENSG00000110958	ENSG00000110958	
ENSG00000111012	1594	CYP27B1	ENSG00000111012	ENSG00000111012	
ENSG00000111058	79611	ACSS3	ENSG00000111058	ENSG00000111058	
ENSG00000111077	23371	TENC1	ENSG00000111077	ENSG00000111077	
ENSG00000111144	4048	LTA4H	ENSG00000111144	ENSG00000111144	
ENSG00000111181	6539	SLC6A12	ENSG00000111181	ENSG00000111181	
ENSG00000111218	56341	PRMT8	ENSG00000111218	ENSG00000111218	
ENSG00000111224	57097	PARP11	ENSG00000111224	ENSG00000111224	
ENSG00000111237	51699	VPS29	ENSG00000111237	ENSG00000111237	
ENSG00000111261	54682	MANSC1	ENSG00000111261	ENSG00000111261	
ENSG00000111266	80824	DUSP16	ENSG00000111266	ENSG00000111266	
ENSG00000111271	80724	ACAD10	ENSG00000111271	ENSG00000111271	
ENSG00000111275	217	ALDH2	ENSG00000111275	ENSG00000111275	
ENSG00000111339	420	ART4	ENSG00000111339	ENSG00000111339	
ENSG00000111364	57696	DDX55	ENSG00000111364	ENSG00000111364	
ENSG00000111371	81539	SLC38A1	ENSG00000111371	ENSG00000111371	
ENSG00000111445	5985	RFC5	ENSG00000111445	ENSG00000111445	
ENSG00000111581	57122	NUP107	ENSG00000111581	ENSG00000111581	
ENSG00000111640	2597	GAPDH	ENSG00000111640	ENSG00000111640	
ENSG00000111641	4839	NOP2	ENSG00000111641	ENSG00000111641	
ENSG00000111642	1108	CHD4	ENSG00000111642	ENSG00000111642	
ENSG00000111666	56994	CHPT1	ENSG00000111666	ENSG00000111666	
ENSG00000111667	8078	USP5	ENSG00000111667	ENSG00000111667	
ENSG00000111669	7167	TPI1	ENSG00000111669	ENSG00000111669	
ENSG00000111670	79158	GNPTAB	ENSG00000111670	ENSG00000111670	
ENSG00000111674	2026	ENO2	ENSG00000111674	ENSG00000111674	
ENSG00000111679	5777	PTPN6	ENSG00000111679	ENSG00000111679	
ENSG00000111684	10162	LPCAT3	ENSG00000111684	ENSG00000111684	
ENSG00000111696	51559	NT5DC3	ENSG00000111696	ENSG00000111696	
ENSG00000111700	28234	SLCO1B3	ENSG00000111700	ENSG00000111700	
ENSG00000111713	2998	GYS2	ENSG00000111713	ENSG00000111713	
ENSG00000111716	3945	LDHB	ENSG00000111716	ENSG00000111716	
ENSG00000111726	55907	CMAS	ENSG00000111726	ENSG00000111726	
ENSG00000111728	6489	ST8SIA1	ENSG00000111728	ENSG00000111728	
ENSG00000111732	57379	AICDA	ENSG00000111732	ENSG00000111732	
ENSG00000111775	1337	COX6A1	ENSG00000111775	ENSG00000111775	
ENSG00000111816	2444	FRK	ENSG00000111816	ENSG00000111816	
ENSG00000111817	29940	DSE	ENSG00000111817	ENSG00000111817	
ENSG00000111837	4117	MAK	ENSG00000111837	ENSG00000111837	
ENSG00000111846	2651	GCNT2	ENSG00000111846	ENSG00000111846	
ENSG00000111877	254394	MCM9	ENSG00000111877	ENSG00000111877	
ENSG00000111880	8732	RNGTT	ENSG00000111880	ENSG00000111880	
ENSG00000111885	4121	MAN1A1	ENSG00000111885	ENSG00000111885	
ENSG00000111962	10090	UST	ENSG00000111962	ENSG00000111962	
ENSG00000112053	116369	SLC26A8	ENSG00000112053	ENSG00000112053	
ENSG00000112062	1432	MAPK14	ENSG00000112062	ENSG00000112062	
ENSG00000112077	6005	RHAG	ENSG00000112077	ENSG00000112077	
ENSG00000112079	11329	STK38	ENSG00000112079	ENSG00000112079	
ENSG00000112096	6648	SOD2	ENSG00000112096	ENSG00000112096	
ENSG00000112118	4172	MCM3	ENSG00000112118	ENSG00000112118	
ENSG00000112130	9025	RNF8	ENSG00000112130	ENSG00000112130	
ENSG00000112144	22858	ICK	ENSG00000112144	ENSG00000112144	
ENSG00000112245	7803	PTP4A1	ENSG00000112245	ENSG00000112245	
ENSG00000112293	2822	GPLD1	ENSG00000112293	ENSG00000112293	
ENSG00000112294	7915	ALDH5A1	ENSG00000112294	ENSG00000112294	
ENSG00000112299	8876	VNN1	ENSG00000112299	ENSG00000112299	
ENSG00000112303	8875	VNN2	ENSG00000112303	ENSG00000112303	
ENSG00000112309	135152	B3GAT2	ENSG00000112309	ENSG00000112309	
ENSG00000112319	2070	EYA4	ENSG00000112319	ENSG00000112319	
ENSG00000112337	10246	SLC17A2	ENSG00000112337	ENSG00000112337	
ENSG00000112367	9896	FIG4	ENSG00000112367	ENSG00000112367	
ENSG00000112394	117247	SLC16A10	ENSG00000112394	ENSG00000112394	
ENSG00000112425	7957	EPM2A	ENSG00000112425	ENSG00000112425	
ENSG00000112473	7922	SLC39A7	ENSG00000112473	ENSG00000112473	
ENSG00000112474	7923	HSD17B8	ENSG00000112474	ENSG00000112474	
ENSG00000112499	6582	SLC22A2	ENSG00000112499	ENSG00000112499	
ENSG00000112541	10846	PDE10A	ENSG00000112541	ENSG00000112541	
ENSG00000112655	5754	PTK7	ENSG00000112655	ENSG00000112655	
ENSG00000112664	11165	NUDT3	ENSG00000272325	ENSG00000272325	Updated Ensembl ID
ENSG00000112679	56940	DUSP22	ENSG00000112679	ENSG00000112679	
ENSG00000112695	1347	COX7A2	ENSG00000112695	ENSG00000112695	
ENSG00000112699	2762	GMDS	ENSG00000112699	ENSG00000112699	
ENSG00000112739	8899	PRPF4B	ENSG00000112739	ENSG00000112739	
ENSG00000112742	7272	TTK	ENSG00000112742	ENSG00000112742	
ENSG00000112759	2030	SLC29A1	ENSG00000112759	ENSG00000112759	
ENSG00000112855	23438	HARS2	ENSG00000112855	ENSG00000112855	
ENSG00000112874	83594	NUDT12	ENSG00000112874	ENSG00000112874	
ENSG00000112893	4124	MAN2A1	ENSG00000112893	ENSG00000112893	
ENSG00000112941	11044	PAPD7	ENSG00000112941	ENSG00000112941	
ENSG00000112972	3157	HMGCS1	ENSG00000112972	ENSG00000112972	
ENSG00000112981	8382	NME5	ENSG00000112981	ENSG00000112981	
ENSG00000112992	23530	NNT	ENSG00000112992	ENSG00000112992	
ENSG00000113073	83697	SLC4A9	ENSG00000113073	ENSG00000113073	
ENSG00000113083	4015	LOX	ENSG00000113083	ENSG00000113083	
ENSG00000113141	3550	IK	ENSG00000113141	ENSG00000113141	
ENSG00000113161	3156	HMGCR	ENSG00000113161	ENSG00000113161	
ENSG00000113163	10087	COL4A3BP	ENSG00000113163	ENSG00000113163	
ENSG00000113231	8622	PDE8B	ENSG00000113231	ENSG00000113231	
ENSG00000113240	57396	CLK4	ENSG00000113240	ENSG00000113240	
ENSG00000113263	3702	ITK	ENSG00000113263	ENSG00000113263	
ENSG00000113269	55819	RNF130	ENSG00000113269	ENSG00000113269	
ENSG00000113273	411	ARSB	ENSG00000113273	ENSG00000113273	
ENSG00000113356	10622	POLR3G	ENSG00000113356	ENSG00000113356	
ENSG00000113396	28965	SLC27A6	ENSG00000113396	ENSG00000113396	
ENSG00000113407	6897	TARS	ENSG00000113407	ENSG00000113407	
ENSG00000113448	5144	PDE4D	ENSG00000113448	ENSG00000113448	
ENSG00000113456	5810	RAD1	ENSG00000113456	ENSG00000113456	
ENSG00000113492	64902	AGXT2	ENSG00000113492	ENSG00000113492	
ENSG00000113504	10723	SLC12A7	ENSG00000113504	ENSG00000113504	
ENSG00000113552	10007	GNPDA1	ENSG00000113552	ENSG00000113552	
ENSG00000113569	9631	NUP155	ENSG00000113569	ENSG00000113569	
ENSG00000113575	5515	PPP2CA	ENSG00000113575	ENSG00000113575	
ENSG00000113593	23398	PPWD1	ENSG00000113593	ENSG00000113593	
ENSG00000113643	5917	RARS	ENSG00000113643	ENSG00000113643	
ENSG00000113657	1809	DPYSL3	ENSG00000113657	ENSG00000113657	
ENSG00000113712	1452	CSNK1A1	ENSG00000113712	ENSG00000113712	
ENSG00000113721	5159	PDGFRB	ENSG00000113721	ENSG00000113721	
ENSG00000113732	8992	ATP6V0E1	ENSG00000113732	ENSG00000113732	
ENSG00000113790	1962	EHHADH	ENSG00000113790	ENSG00000113790	
ENSG00000113924	3081	HGD	ENSG00000113924	ENSG00000113924	
ENSG00000114021	56954	NIT2	ENSG00000114021	ENSG00000114021	
ENSG00000114054	5096	PCCB	ENSG00000114054	ENSG00000114054	
ENSG00000114062	7337	UBE3A	ENSG00000114062	ENSG00000114062	
ENSG00000114113	5948	RBP2	ENSG00000114113	ENSG00000114113	
ENSG00000114115	5947	RBP1	ENSG00000114115	ENSG00000114115	
ENSG00000114124	131890	GRK7	ENSG00000114124	ENSG00000114124	
ENSG00000114166	8850	KAT2B	ENSG00000114166	ENSG00000114166	
ENSG00000114200	590	BCHE	ENSG00000114200	ENSG00000114200	
ENSG00000114268	5210	PFKFB4	ENSG00000114268	ENSG00000114268	
ENSG00000114302	5576	PRKAR2A	ENSG00000114302	ENSG00000114302	
ENSG00000114316	7375	USP4	ENSG00000114316	ENSG00000114316	
ENSG00000114374	8287	USP9Y	ENSG00000114374	ENSG00000114374	
ENSG00000114378	3373	HYAL1	ENSG00000114378	ENSG00000114378	
ENSG00000114423	868	CBLB	ENSG00000114423	ENSG00000114423	
ENSG00000114480	2632	GBE1	ENSG00000114480	ENSG00000114480	
ENSG00000114491	7372	UMPS	ENSG00000114491	ENSG00000114491	
ENSG00000114573	523	ATP6V1A	ENSG00000114573	ENSG00000114573	
ENSG00000114670	79858	NEK11	ENSG00000114670	ENSG00000114670	
ENSG00000114735	51409	HEMK1	ENSG00000114735	ENSG00000114735	
ENSG00000114738	7867	MAPKAPK3	ENSG00000114738	ENSG00000114738	
ENSG00000114739	93	ACVR2B	ENSG00000114739	ENSG00000114739	
ENSG00000114770	10057	ABCC5	ENSG00000114770	ENSG00000114770	
ENSG00000114771	13	AADAC	ENSG00000114771	ENSG00000114771	
ENSG00000114786	95	ACY1	ENSG00000114786	ENSG00000114786	
ENSG00000114805	23007	PLCH1	ENSG00000114805	ENSG00000114805	
ENSG00000114857	4820	NKTR	ENSG00000114857	ENSG00000114857	
ENSG00000114902	28972	SPCS1	ENSG00000114902	ENSG00000114902	
ENSG00000114904	6787	NEK4	ENSG00000114904	ENSG00000114904	
ENSG00000114923	6508	SLC4A3	ENSG00000114923	ENSG00000114923	
ENSG00000114956	1716	DGUOK	ENSG00000114956	ENSG00000114956	
ENSG00000114982	55683	KANSL3	ENSG00000114982	ENSG00000114982	
ENSG00000114999	150465	TTL	ENSG00000114999	ENSG00000114999	
ENSG00000115020	200576	PIKFYVE	ENSG00000115020	ENSG00000115020	
ENSG00000115085	7535	ZAP70	ENSG00000115085	ENSG00000115085	
ENSG00000115159	2820	GPD2	ENSG00000115159	ENSG00000115159	
ENSG00000115170	90	ACVR1	ENSG00000115170	ENSG00000115170	
ENSG00000115241	5496	PPM1G	ENSG00000115241	ENSG00000115241	
ENSG00000115252	5136	PDE1A	ENSG00000115252	ENSG00000115252	
ENSG00000115267	64135	IFIH1	ENSG00000115267	ENSG00000115267	
ENSG00000115275	7841	MOGS	ENSG00000115275	ENSG00000115275	
ENSG00000115286	374291	NDUFS7	ENSG00000115286	ENSG00000115286	
ENSG00000115339	2591	GALNT3	ENSG00000115339	ENSG00000115339	
ENSG00000115350	56655	POLE4	ENSG00000115350	ENSG00000115350	
ENSG00000115361	33	ACADL	ENSG00000115361	ENSG00000115361	
ENSG00000115392	55120	FANCL	ENSG00000115392	ENSG00000115392	
ENSG00000115419	2744	GLS	ENSG00000115419	ENSG00000115419	
ENSG00000115421	64895	PAPOLG	ENSG00000115421	ENSG00000115421	
ENSG00000115425	55825	PECR	ENSG00000115425	ENSG00000115425	
ENSG00000115464	9736	USP34	ENSG00000115464	ENSG00000115464	
ENSG00000115488	4759	NEU2	ENSG00000115488	ENSG00000115488	
ENSG00000115525	8869	ST3GAL5	ENSG00000115525	ENSG00000115525	
ENSG00000115526	9486	CHST10	ENSG00000115526	ENSG00000115526	
ENSG00000115556	84812	PLCD4	ENSG00000115556	ENSG00000115556	
ENSG00000115616	6549	SLC9A2	ENSG00000115616	ENSG00000115616	
ENSG00000115641	2274	FHL2	ENSG00000115641	ENSG00000115641	
ENSG00000115652	80146	UXS1	ENSG00000115652	ENSG00000115652	
ENSG00000115657	10058	ABCB6	ENSG00000115657	ENSG00000115657	
ENSG00000115661	8576	STK16	ENSG00000115661	ENSG00000115661	
ENSG00000115665	60482	SLC5A7	ENSG00000115665	ENSG00000115665	
ENSG00000115677	3069	HDLBP	ENSG00000115677	ENSG00000115677	
ENSG00000115687	23178	PASK	ENSG00000115687	ENSG00000115687	
ENSG00000115694	10494	STK25	ENSG00000115694	ENSG00000115694	
ENSG00000115705	7173	TPO	ENSG00000115705	ENSG00000115705	
ENSG00000115758	4953	ODC1	ENSG00000115758	ENSG00000115758	
ENSG00000115760	57448	BIRC6	ENSG00000115760	ENSG00000115760	
ENSG00000115825	23683	PRKD3	ENSG00000115825	ENSG00000115825	
ENSG00000115828	25797	QPCT	ENSG00000115828	ENSG00000115828	
ENSG00000115840	8604	SLC25A12	ENSG00000115840	ENSG00000115840	
ENSG00000115850	3938	LCT	ENSG00000115850	ENSG00000115850	
ENSG00000115866	1615	DARS	ENSG00000115866	ENSG00000115866	
ENSG00000115884	6382	SDC1	ENSG00000115884	ENSG00000115884	
ENSG00000115896	5334	PLCL1	ENSG00000115896	ENSG00000115896	
ENSG00000115902	6509	SLC1A4	ENSG00000115902	ENSG00000115902	
ENSG00000115919	8942	KYNU	ENSG00000115919	ENSG00000115919	
ENSG00000115944	9167	COX7A2L	ENSG00000115944	ENSG00000115944	
ENSG00000115977	22848	AAK1	ENSG00000115977	ENSG00000115977	
ENSG00000116005	51449	PCYOX1	ENSG00000116005	ENSG00000116005	
ENSG00000116039	525	ATP6V1B1	ENSG00000116039	ENSG00000116039	
ENSG00000116096	6697	SPR	ENSG00000116096	ENSG00000116096	
ENSG00000116106	2043	EPHA4	ENSG00000116106	ENSG00000116106	
ENSG00000116120	10056	FARSB	ENSG00000116120	ENSG00000116120	
ENSG00000116133	1718	DHCR24	ENSG00000116133	ENSG00000116133	
ENSG00000116141	4139	MARK1	ENSG00000116141	ENSG00000116141	
ENSG00000116157	2882	GPX7	ENSG00000116157	ENSG00000116157	
ENSG00000116171	6342	SCP2	ENSG00000116171	ENSG00000116171	
ENSG00000116199	9917	FAM20B	ENSG00000116199	ENSG00000116199	
ENSG00000116237	23463	ICMT	ENSG00000116237	ENSG00000116237	
ENSG00000116254	26038	CHD5	ENSG00000116254	ENSG00000116254	
ENSG00000116337	271	AMPD2	ENSG00000116337	ENSG00000116337	
ENSG00000116353	51102	MECR	ENSG00000116353	ENSG00000116353	
ENSG00000116459	515	ATP5F1	ENSG00000116459	ENSG00000116459	
ENSG00000116514	127544	RNF19B	ENSG00000116514	ENSG00000116514	
ENSG00000116539	55870	ASH1L	ENSG00000116539	ENSG00000116539	
ENSG00000116649	6723	SRM	ENSG00000116649	ENSG00000116649	
ENSG00000116675	9829	DNAJC6	ENSG00000116675	ENSG00000116675	
ENSG00000116704	23169	SLC35D1	ENSG00000116704	ENSG00000116704	
ENSG00000116711	5321	PLA2G4A	ENSG00000116711	ENSG00000116711	
ENSG00000116745	6121	RPE65	ENSG00000116745	ENSG00000116745	
ENSG00000116748	270	AMPD1	ENSG00000116748	ENSG00000116748	
ENSG00000116761	1491	CTH	ENSG00000116761	ENSG00000116761	
ENSG00000116771	79814	AGMAT	ENSG00000116771	ENSG00000116771	
ENSG00000116783	100526835	FPGT-TNNI3K	ENSG00000116783	ENSG00000116783	
ENSG00000116791	1429	CRYZ	ENSG00000116791	ENSG00000116791	
ENSG00000116874	10352	WARS2	ENSG00000116874	ENSG00000116874	
ENSG00000116882	51179	HAO2	ENSG00000116882	ENSG00000116882	
ENSG00000116906	8443	GNPAT	ENSG00000116906	ENSG00000116906	
ENSG00000116981	84618	NT5C1A	ENSG00000116981	ENSG00000116981	
ENSG00000116984	4548	MTR	ENSG00000116984	ENSG00000116984	
ENSG00000117009	8564	KMO	ENSG00000117009	ENSG00000117009	
ENSG00000117020	10000	AKT3	ENSG00000117020	ENSG00000117020	
ENSG00000117054	34	ACADM	ENSG00000117054	ENSG00000117054	
ENSG00000117069	81849	ST6GALNAC5	ENSG00000117069	ENSG00000117069	
ENSG00000117115	11240	PADI2	ENSG00000117115	ENSG00000117115	
ENSG00000117118	6390	SDHB	ENSG00000117118	ENSG00000117118	
ENSG00000117143	6675	UAP1	ENSG00000117143	ENSG00000117143	
ENSG00000117215	26279	PLA2G2D	ENSG00000117215	ENSG00000117215	
ENSG00000117266	5129	CDK18	ENSG00000117266	ENSG00000117266	
ENSG00000117305	3155	HMGCL	ENSG00000117305	ENSG00000117305	
ENSG00000117308	2582	GALE	ENSG00000117308	ENSG00000117308	
ENSG00000117394	6513	SLC2A1	ENSG00000117394	ENSG00000117394	
ENSG00000117410	533	ATP6V0B	ENSG00000117410	ENSG00000117410	
ENSG00000117411	8704	B4GALT2	ENSG00000117411	ENSG00000117411	
ENSG00000117448	10327	AKR1A1	ENSG00000117448	ENSG00000117448	
ENSG00000117450	5052	PRDX1	ENSG00000117450	ENSG00000117450	
ENSG00000117461	8503	PIK3R3	ENSG00000117461	ENSG00000117461	
ENSG00000117479	10560	SLC19A2	ENSG00000117479	ENSG00000117479	
ENSG00000117480	2166	FAAH	ENSG00000117480	ENSG00000117480	
ENSG00000117481	387338	NSUN4	ENSG00000117481	ENSG00000117481	
ENSG00000117507	388714	FMO6P	ENSG00000117507		flavin containing monooxygenase 6 pseudogene
ENSG00000117543	51611	DPH5	ENSG00000117543	ENSG00000117543	
ENSG00000117592	9588	PRDX6	ENSG00000117592	ENSG00000117592	
ENSG00000117593	55157	DARS2	ENSG00000117593	ENSG00000117593	
ENSG00000117594	3290	HSD11B1	ENSG00000117594	ENSG00000117594	
ENSG00000117598	163404	LPPR5	ENSG00000117598	ENSG00000117598	
ENSG00000117600	9890	LPPR4	ENSG00000117600	ENSG00000117600	
ENSG00000117620	23443	SLC35A3	ENSG00000117620	ENSG00000117620	
ENSG00000117643	57134	MAN1C1	ENSG00000117643	ENSG00000117643	
