Entry	Enzyme regulation
P11388	ENZYME REGULATION: Specifically inhibited by the intercalating agent amsacrine.
P11413	
P11441	
P11464	
P11465	
P11473	
P11474	
P11487	
P11488	
P11498	
P11509	
P11511	
P11532	
P11586	
P11597	
P11678	
P11684	
P11686	
P11712	
P11717	
P11766	
P11801	ENZYME REGULATION: Activity depends on Ca(2+) concentration.
P11802	ENZYME REGULATION: Both phosphorylation at Thr-172 and binding of a D-type cyclin are necessary for enzymatic activity. Full activation of the cyclin-D-CDK4 complex appears to require other factors such as recruitment of the substrate via a substrate recruitment motif, and/or formation of the CDKN1B ternary complex. Inhibited by INK4 family members. In resting cells, the non-tyrosine-phosphorylated form of CDKN1B prevents phosphorylation at Thr-172 and inactivation, while, in proliferating cells, tyrosine phosphorylation of CDKN1B allows phosphorylation of Thr-172 of CDK4 and subsequennt activation. {ECO:0000269|PubMed:19487459}.
P11831	
P11836	
P11844	
P11908	ENZYME REGULATION: Activated by magnesium and inorganic phosphate. Competitively or non-competitively inhibited by ADP, 2,3-bisphosphoglyceride or GDP.
P11912	
P11926	ENZYME REGULATION: Inhibited by S-nitrosylation (PubMed:10462479, PubMed:11461922). Inhibited by antizymes (AZs) OAZ1, OAZ2 and OAZ3 in response to polyamine levels. AZs inhibit the assembly of the functional homodimer by binding to ODC monomers. Additionally, OAZ1 targets ODC monomers for ubiquitin-independent proteolytic destruction by the 26S proteasome (PubMed:17900240). Inhibited by 1-amino-oxy-3-aminopropane (APA, an isosteric analog of putrescine) (PubMed:17407445). Irreversibly inhibited by alpha-difluoromethylornithine (DFMO) (PubMed:17407445). {ECO:0000269|PubMed:10462479, ECO:0000269|PubMed:11461922, ECO:0000269|PubMed:17407445, ECO:0000269|PubMed:17900240}.
P11940	
P12004	
P12018	
P12034	
P12035	
P12036	
P12074	
P12081	
P12104	
P12107	
P12109	
P12110	
P12111	
P12235	
P12236	
P12259	ENZYME REGULATION: Inhibited by SERPINA5. {ECO:0000269|PubMed:15140131, ECO:0000269|PubMed:2844223, ECO:0000269|PubMed:6323392, ECO:0000269|PubMed:9556620}.
P12268	ENZYME REGULATION: Mycophenolic acid (MPA) is a non-competitive inhibitor that prevents formation of the closed enzyme conformation by binding to the same site as the amobile flap. In contrast, mizoribine monophosphate (MZP) is a competitive inhibitor that induces the closed conformation. MPA is a potent inhibitor of mammalian IMPDHs but a poor inhibitor of the bacterial enzymes. MZP is a more potent inhibitor of bacterial IMPDH. Subject to product inhibition by XMP and NADH. Also inhibited by ADP. {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:7903306}.
P12270	
P12271	
P12272	
P12273	
P12277	
P12314	
P12318	
P12319	
P12429	
P12524	
P12525	
P12532	
P12544	
P12643	
P12644	
P12645	
P12694	
P12724	
P12755	
P12757	
P12814	
P12821	ENZYME REGULATION: Strongly activated by chloride. Specifically inhibited by lisinopril, captopril and enalaprilat.
P12829	
P12830	
P12838	
P12872	
P12882	
P12883	
P12931	ENZYME REGULATION: Phosphorylation by CSK at Tyr-530 inhibits kinase activity. Inhibitory phosphorylation at Tyr-530 is enhanced by heme. Further phosphorylation by CDK1 partially reactivates CSK-inactivated SRC and facilitates complete reactivation by protein tyrosine phosphatase PTPRC. Integrin engagement stimulates kinase activity. Phosphorylation by PTK2/FAK1 enhances kinase activity. Butein and pseudosubstrate-based peptide inhibitors like CIYKYYF act as inhibitors. Phosphorylation at Tyr-419 increases kinase activity. {ECO:0000269|PubMed:14632929, ECO:0000269|PubMed:21036157, ECO:0000269|PubMed:7929427, ECO:0000269|PubMed:8759729, ECO:0000269|PubMed:9571170}.
P12955	
P12956	
P12980	
P13010	
P13051	
P13056	
P13073	
P13164	
P13196	
P13224	
P13232	
P13236	
P13284	
P13349	
P13378	
P13385	
P13473	
P13489	
P13497	ENZYME REGULATION: Activity is increased by the procollagen C-endopeptidase enhancer protein.
P13498	
P13500	
P13501	
P13521	
P13533	
P13535	
P13569	
P13584	
P13591	
P13598	
P13611	
P13612	
P13631	
P13637	
P13639	
P13640	
P13645	
P13646	
P13647	
P13667	
P13671	
P13674	
P13682	
P13686	
P13688	
P13693	
P13716	ENZYME REGULATION: Can alternate between a fully active homooctamer and a low-activity homohexamer. A bound magnesium ion may promote the assembly of the fully active homooctamer. The magnesium-binding site is absent in the low-activity homohexamer. Inhibited by compounds that favor the hexameric state. Inhibited by divalent lead ions. The lead ions partially displace the zinc cofactor. {ECO:0000269|PubMed:11032836, ECO:0000269|PubMed:12897770, ECO:0000269|PubMed:19812033}.
P13725	
P13726	
P13727	
P13746	
P13747	
P13760	
P13761	
P13762	
P13765	
P13796	
P13797	
P13798	
P13804	
P13805	
P13807	ENZYME REGULATION: Allosteric activation by glucose-6-phosphate. Phosphorylation reduces the activity towards UDP-glucose. When in the non-phosphorylated state, glycogen synthase does not require glucose-6-phosphate as an allosteric activator; when phosphorylated it does (By similarity). {ECO:0000250}.
P13861	
P13866	
P13928	
P13929	
P13942	
P13945	
P13984	
P13985	
P13987	
P13994	
P13995	
P14060	
P14061	
P14091	
P14136	
P14138	
P14151	
P14174	
P14207	
P14209	
P14210	
P14222	
P14314	
P14316	
P14317	
P14324	ENZYME REGULATION: Inactivated by interferon-induced RSAD2. This inactivation may result of disruption of lipid rafts at the plasma membrane, and thus have an antiviral effect since many enveloped viruses need lipid rafts to bud efficiently out of the cell. {ECO:0000269|PubMed:18005724}.
P14373	
P14384	ENZYME REGULATION: Inhibited by O-phenanthroline and MGTA and activated by cobalt.
P14406	
P14410	
P14415	
P14416	
P14543	
P14550	
P14555	
P14598	
P14616	
P14618	ENZYME REGULATION: Isoform M2 is allosterically activated by D-fructose 1,6-bisphosphate (FBP). Inhibited by oxalate and 3,3',5-triiodo-L-thyronine (T3). The activity of the tetrameric form is inhibited by PML. Selective binding to tyrosine-phosphorylated peptides releases the allosteric activator FBP, leading to inhibition of PKM enzymatic activity, this diverts glucose metabolites from energy production to anabolic processes when cells are stimulated by certain growth factors. Glycolytic flux are highly dependent on de novo biosynthesis of serine and glycine, and serine is a natural ligand and allosteric activator of isoform M2. {ECO:0000269|PubMed:15996096, ECO:0000269|PubMed:18298799, ECO:0000269|PubMed:18337815, ECO:0000269|PubMed:1854723, ECO:0000269|PubMed:23064226, ECO:0000269|PubMed:2813362}.
P14621	
P14625	
P14635	
P14649	
P14651	
P14652	
P14653	
P14672	
P14678	
P14679	
P14735	ENZYME REGULATION: Activated by small peptides (By similarity). Activated by ATP and GTP, and to a lesser extent by CTP, TTP and PPPi. Inhibited by bacitracin. Inhibited by S-nitrosylation and oxidation agents. {ECO:0000250, ECO:0000269|PubMed:17613531, ECO:0000269|PubMed:18986166}.
P14770	
P14778	
P14780	ENZYME REGULATION: Inhibited by histatin-3 1/24 (histatin-5). Inhibited by ECM1. {ECO:0000269|PubMed:11179305, ECO:0000269|PubMed:16512877}.
P14784	
P14854	
P14859	
P14866	
P14867	
P14868	
P14902	ENZYME REGULATION: Activity is inhibited by and MTH-trp (methylthiohydantoin-DL-tryptophan), modestly inhibited by L-1MT (1-methyl-L-tryptophan) but not D-1MT (1-methyl-D-tryptophan). {ECO:0000269|PubMed:17671174}.
P14920	
P14921	
P14923	
P14927	
P15018	
P15036	
P15056	ENZYME REGULATION: Activity is increased by EGF and HGF.
P15085	
P15086	
P15088	
P15090	
P15104	
P15121	ENZYME REGULATION: Cys-299 may regulate the kinetic and inhibition properties of the enzyme, but does not participate in catalysis. {ECO:0000269|PubMed:8343525}.
P15144	
P15151	
P15153	ENZYME REGULATION: Regulated by guanine nucleotide exchange factors (GEFs) which promote the exchange of bound GDP for free GTP, GTPase activating proteins (GAPs) which increase the GTP hydrolysis activity, and GDP dissociation inhibitors which inhibit the dissociation of the nucleotide from the GTPase.
P15169	
P15170	
P15172	
P15173	
P15248	
P15259	
P15260	
P15289	ENZYME REGULATION: Inhibited by phosphate. The phosphate forms a covalent bond with the active site 3-oxoalanine. {ECO:0000269|PubMed:12888274}.
P15291	
P15309	ENZYME REGULATION: Phosphatase activity inhibited by L(+)-tartrate, and by its derivative, alpha-benzylaminobenzylphosphonic acid. {ECO:0000269|PubMed:9584846}.
P15311	ENZYME REGULATION: A head-to-tail association, of the N-terminal and C-terminal halves results in a closed conformation (inactive form) which is incapable of actin or membrane-binding. {ECO:0000250}.
P15313	
P15328	
P15336	
P15374	ENZYME REGULATION: Inhibited by monoubiquitin and diubiquitin. {ECO:0000269|PubMed:19154770}.
P15382	
P15391	
P15407	
P15408	
P15421	
P15428	
P15498	
P15502	
P15509	
P15514	
P15515	
P15516	
P15529	
P15531	ENZYME REGULATION: Autophosphorylation at His-118 increases serine/threonine protein kinase activity of the enzyme. Interaction with the SET complex inhibits the endonuclease activity. {ECO:0000269|PubMed:12628186}.
P15538	
P15559	ENZYME REGULATION: Inhibited by dicoumarol.
P15586	
P15621	
P15622	
P15692	
P15735	
P15812	
P15813	
P15814	
P15822	
P15848	ENZYME REGULATION: Inhibited by ethanol (By similarity). {ECO:0000250|UniProtKB:P50430}.
P15863	
P15880	
P15882	
P15884	
P15907	ENZYME REGULATION: Inhibited by CTP. {ECO:0000269|PubMed:23999306}.
P15918	
P15923	
P15924	
P15927	
P15941	
P15954	
P15976	
P16035	
P16050	ENZYME REGULATION: Activity is increased by binding phosphatidylinositol phosphates, especially phosphatidylinositol 3,4-bisphosphate and phosphatidylinositol 4,5-bisphosphate. {ECO:0000269|PubMed:17052953}.
P16066	
P16070	
P16083	ENZYME REGULATION: Inhibited by melatonin, resveratrol and 5-hydroxytryptamine. {ECO:0000269|PubMed:18254726}.
P16104	
P16109	
P16112	
P16118	ENZYME REGULATION: Phosphorylation at Ser-33 inhibits the kinase and activates the bisphosphatase. {ECO:0000250}.
P16144	
P16150	
P16152	ENZYME REGULATION: Inhibited by quercetin, rutenin and its derivatives. {ECO:0000269|PubMed:17344335, ECO:0000269|PubMed:18449627}.
P16157	
P16188	
P16189	
P16190	
P16219	
P16220	
P16233	
P16234	ENZYME REGULATION: Present in an inactive conformation in the absence of bound ligand. Binding of PDGFA and/or PDGFB leads to dimerization and activation by autophosphorylation on tyrosine residues. Inhibited by imatinib, nilotinib and sorafenib. {ECO:0000269|PubMed:15928335, ECO:0000269|PubMed:20972453, ECO:0000269|PubMed:21224473}.
P16260	
P16278	
P16284	
P16298	
P16333	
P16383	
P16389	ENZYME REGULATION: Inhibited by 4-aminopyridine (4-AP) and charybdotoxin (CTX), but not by tetraethylammonium (TEA) (PubMed:19912772). Inhibited by dendrotoxin (DTX) (By similarity). Inhibited by tityustoxin-K alpha (TsTX-Kalpha), a toxin that is highly specific for KCNA2 (By similarity). Inhibited by maurotoxin (By similarity). Inhibited by kappaM conotoxins kappaM-RIIIJ and kappaM-RIIIK; kappaM-RIIIJ has much higher affinity for channels containing KCNA2 than kappaM-RIIIK, with the exception of heterodimers formed by KCNA2 and KCNA7 where the opposite is true (PubMed:20220134). {ECO:0000250|UniProtKB:P63141, ECO:0000250|UniProtKB:P63142, ECO:0000269|PubMed:19912772, ECO:0000269|PubMed:20220134}.
P16401	
P16402	
P16403	
P16410	
P16415	
P16422	
P16435	
P16442	
P16444	ENZYME REGULATION: Inhibited by L-penicillamine. {ECO:0000250}.
P16452	
P16455	
P16471	
P16473	
P16499	
P16519	
P16520	
P16562	
P16581	
P16591	ENZYME REGULATION: Activated by phosphatidic acid binding. Activated by hydrogen peroxide (in vitro). Activated by reactive oxygen species (ROS). {ECO:0000269|PubMed:19738202}.
P16615	ENZYME REGULATION: Reversibly inhibited by phospholamban (PLN) at low calcium concentrations (By similarity). Inhibited by sarcolipin (SLN) and myoregulin (MRLN) (By similarity). Enhanced by DWORF; DWORF increases activity by displacing sarcolipin (SLN), phospholamban (PLN) and myoregulin (MRLN) (By similarity). {ECO:0000250|UniProtKB:O55143, ECO:0000250|UniProtKB:P04191, ECO:0000250|UniProtKB:Q8R429}.
P16619	
P16662	
P16671	
P16860	
P16870	
P16871	
P16885	
P16930	
P16949	
P16989	
P17010	
P17014	
P17017	
P17019	
P17020	
P17021	
P17022	
P17023	
P17024	
P17025	
P17026	
P17027	
P17028	
P17029	
P17030	
P17031	
P17032	
P17035	
P17036	
P17038	
P17039	
P17040	
P17041	
P17050	
P17066	
P17081	ENZYME REGULATION: Regulated by guanine nucleotide exchange factors (GEFs) which promote the exchange of bound GDP for free GTP, GTPase activating proteins (GAPs) which increase the GTP hydrolysis activity, and GDP dissociation inhibitors which inhibit the dissociation of the nucleotide from the GTPase.
P17096	
P17097	
P17098	
P17152	
P17174	
P17181	
P17213	
P17252	ENZYME REGULATION: Classical (or conventional) PKCs (PRKCA, PRKCB and PRKCG) are activated by calcium and diacylglycerol (DAG) in the presence of phosphatidylserine. Three specific sites; Thr-497 (activation loop of the kinase domain), Thr-638 (turn motif) and Ser-657 (hydrophobic region), need to be phosphorylated for its full activation.
P17275	
P17301	
P17302	
P17342	
P17405	
P17480	
P17481	
P17482	
P17483	
P17509	
P17516	
P17535	
P17538	
P17540	
P17542	
P17544	
P17568	
P17600	
P17612	ENZYME REGULATION: Allosterically activated by various compounds, including ATP. Activated by cAMP; the nucleotide acts as a dynamic and allosteric activator by coupling the two lobes of apo PKA, enhancing the enzyme dynamics synchronously and priming it for catalysis. Inhibited by H89 (N-[2-[[3-(4-Bromophenyl)-2-propenyl]amino]ethyl]-5-isoquinolinesulfonamide), spiroindoline, azole-based inhibitors, (3s)-amino-aminomethylbenzamide analogs, ARC-1032 (6-{[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]formamido}-N-[(1R)-4-carbamimidamido-1-carbamoylbutyl]hexanamide), ARC-1034 (6-{[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]formamido}-N-[(1R)-4-carbamimidamido-1-{[(1R)-4-carbamimidamido-1-carbamoylbutyl]carbamoyl}butyl]hexanamide), ARC-582, ARC-902 (Adc-6-aminohexanoic acid-(D-Arg)(6)-NH(2)), ARC-1012 ((2R)-6-amino-2-(6-{[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]formamido}hexanamido)-N-(5-{[(1R)-4-carbamimidamido-1-{[(1R)-4-carbamimidamido-1-carbamoylbutyl]carbamoyl}butyl]carbamoyl}pentyl)hexanamide) and ARC-1039 (6-{[(2S,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]formamido}-N-[(1R)-1-[(5-{[(1R)-4-carbamimidamido-1-{[(1R)-4-carbamimidamido-1-carbamoylbutyl]carbamoyl}butyl]carbamoyl}pentyl)carbamoyl]ethyl]he xanamide). {ECO:0000269|PubMed:17909264, ECO:0000269|PubMed:18178622, ECO:0000269|PubMed:19949837, ECO:0000269|PubMed:20137943, ECO:0000269|PubMed:20481595, ECO:0000269|PubMed:20732331}.
P17643	ENZYME REGULATION: The activity depends critically on the nature of the bound metal ion. Catalyzes the oxidation of 5,6-dihydroxyindole-2-carboxylic acid (DHICA) in the presence of bound Cu(2+) ions, but lacks activity in the presence of bound Zn(2+) ions. {ECO:0000269|PubMed:28661582}.
P17655	ENZYME REGULATION: Activated by 200-1000 micromolar concentrations of calcium and inhibited by calpastatin.
P17658	
P17661	
P17676	
P17677	
P17693	
P17706	
P17707	ENZYME REGULATION: Both proenzyme processing and catalytic activity are stimulated by putrescine. Catalytic activity is inhibited by iodoacetic acid.
P17735	
P17752	
P17787	
P17812	ENZYME REGULATION: Activated by GTP and inhibited by CTP.
P17813	
P17844	
P17858	ENZYME REGULATION: Allosterically activated by ADP, AMP, or fructose 2,6-bisphosphate, and allosterically inhibited by ATP or citrate. GlcNAcylation by OGT overcomes allosteric regulation. {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:22923583}.
P17861	
P17900	
P17927	
P17931	
P17936	
P17947	
P17948	ENZYME REGULATION: Present in an inactive conformation in the absence of bound ligand. Binding of VEGFA, VEGFB or PGF leads to dimerization and activation by autophosphorylation on tyrosine residues.
P17980	
P17987	
P18031	
P18054	ENZYME REGULATION: Activated by EGF. {ECO:0000269|PubMed:8912711}.
P18065	
P18074	
P18075	
P18077	
P18084	
P18085	
P18089	
P18124	
P18146	
P18206	
P18283	
P18405	
P18428	
P18433	
P18440	
P18462	
P18463	
P18464	
P18465	
P18505	
P18507	
P18509	
P18510	
P18545	
P18564	
P18577	
P18583	
P18615	
P18621	
P18627	
P18669	
P18754	
P18825	
P18827	
P18846	
P18847	
P18848	
P18850	
P18858	
P18859	
P18887	
P19012	
P19013	
P19021	ENZYME REGULATION: Inhibited by EDTA, phenylglyoxal and diethyl pyrocarbonate. {ECO:0000269|PubMed:12699694}.
P19022	
P19075	
P19086	
P19087	
P19099	
P19105	
P19113	
P19174	ENZYME REGULATION: Activated by phosphorylation on tyrosine residues.
P19224	
P19235	
P19237	
P19256	
P19320	
P19338	
P19367	ENZYME REGULATION: Hexokinase is an allosteric enzyme inhibited by its product Glc-6-P.
P19387	
P19388	
P19397	
P19404	
P19419	
P19429	
P19438	
P19440	ENZYME REGULATION: Activated by autocatalytic cleavage. {ECO:0000269|PubMed:23682772}.
P19447	
P19474	
P19484	
P19525	ENZYME REGULATION: Initially produced in an inactive form and is activated by binding to viral dsRNA, which causes dimerization and autophosphorylation in the activation loop and stimulation of function. ISGylation can activate it in the absence of viral infection. Can also be activated by heparin, proinflammatory stimuli, growth factors, cytokines, oxidative stress and the cellular protein PRKRA. Activity is markedly stimulated by manganese ions. Activation is blocked by the viral components HIV-1 Tat protein and large amounts of HIV-1 trans-activation response (TAR) RNA element as well as by the cellular proteins TARBP2, DUS2L, NPM1, NCK1 and ADAR. Down-regulated by Toscana virus (TOS) and Rift valley fever virus (RVFV) NSS which promote its proteasomal degradation. Inhibited by vaccinia virus protein E3, probably via dsRNA sequestering. {ECO:0000269|PubMed:12882984, ECO:0000269|PubMed:18096616, ECO:0000269|PubMed:18835251, ECO:0000269|PubMed:23229543, ECO:0000269|PubMed:23325696}.
P19526	
P19532	
P19544	
P19622	
P19623	ENZYME REGULATION: The activity is thought to be regulated mainly by the availability of decarboxylated S-adenosylmethionine.
P19634	
P19652	
P19784	ENZYME REGULATION: Constitutively active protein kinase whose activity is not directly affected by phosphorylation. Seems to be regulated by level of expression and localization (By similarity). {ECO:0000250}.
P19793	
P19801	ENZYME REGULATION: Inhibited by isoniazid, cimetidine, clonidine, pentamidine, berenil and pentamidine. {ECO:0000269|PubMed:19764817}.
P19823	
P19827	
P19835	ENZYME REGULATION: Activated by bile salts containing a 7-hydroxyl group.
P19838	
P19875	
P19876	
P19878	
P19883	
P19957	
P19961	
P19971	
P20020	
P20023	
P20036	
P20039	
P20042	
P20061	
P20062	
P20073	
P20132	
P20138	
P20142	
P20151	
P20155	
P20160	
P20226	
P20231	
P20248	
P20264	
P20265	
P20273	
P20290	
P20292	
P20309	
P20333	
P20336	
P20337	
P20338	
P20339	ENZYME REGULATION: Regulated by guanine nucleotide exchange factors (GEFs) which promote the exchange of bound GDP for free GTP.
P20340	
P20366	
P20382	
P20393	
P20396	
P20472	
P20585	
P20591	
P20592	
P20594	
P20618	
P20645	
P20648	
P20671	
P20674	
P20700	
P20701	
P20702	
P20711	
P20718	ENZYME REGULATION: Inhibited by SERPINB1. {ECO:0000269|PubMed:23269243}.
P20719	
P20742	
P20749	
P20774	
P20783	
P20794	
P20800	
P20807	ENZYME REGULATION: Activated by micromolar concentrations of calcium and inhibited by calpastatin.
P20809	
P20810	
P20813	
P20815	
P20823	
P20827	
P20839	ENZYME REGULATION: Mycophenolic acid (MPA) is a non-competitive inhibitor that prevents formation of the closed enzyme conformation by binding to the same site as the amobile flap. In contrast, mizoribine monophosphate (MZP) is a competitive inhibitor that induces the closed conformation. MPA is a potent inhibitor of mammalian IMPDHs but a poor inhibitor of the bacterial enzymes. MZP is a more potent inhibitor of bacterial IMPDH. Subject to product inhibition by XMP and NADH. Also inhibited by ADP. {ECO:0000255|HAMAP-Rule:MF_03156, ECO:0000269|PubMed:7903306}.
P20848	
P20849	
P20851	
P20853	
P20908	
P20916	
P20929	
P20930	
P20933	
P20936	
P20941	
P20962	
P20963	
P21108	ENZYME REGULATION: Activated by magnesium and inorganic phosphate.
P21127	ENZYME REGULATION: Phosphorylation at Thr-448 or Tyr-449 inactivates the enzyme, while phosphorylation at Thr-595 activates it. {ECO:0000250}.
P21128	
P21145	
P21217	
P21246	
P21266	
P21281	
P21283	
P21291	
P21333	
P21359	
P21397	
P21399	
P21439	ENZYME REGULATION: Translocation activity is inhibited by the ATPase inhibitor vanadate and the calcium channel blocker verapamil (PubMed:17523162, PubMed:23468132). Translocation activity is enhanced by the addition of the bile salt taurocholate (PubMed:17523162, PubMed:23468132). {ECO:0000269|PubMed:17523162, ECO:0000269|PubMed:23468132}.
P21452	
P21453	
P21462	
P21506	
P21549	
P21554	
P21579	
P21580	
P21583	
P21589	
P21673	
P21675	ENZYME REGULATION: Autophosphorylates on Ser residues. Inhibited by retinoblastoma tumor suppressor protein, RB1. Binding to TAF1 or CIITA inhibits the histone acetyltransferase activity. {ECO:0000269|PubMed:22711989}.
P21695	ENZYME REGULATION: Inhibited by zinc ions and sulfate. {ECO:0000269|PubMed:16460752}.
P21709	
P21728	
P21730	
P21731	
P21741	
P21754	
P21757	
P21781	
P21796	ENZYME REGULATION: Inhibited by nitric oxide. {ECO:0000269|PubMed:21156174}.
P21802	ENZYME REGULATION: Present in an inactive conformation in the absence of bound ligand. Ligand binding leads to dimerization and activation by autophosphorylation on tyrosine residues. Inhibited by ARQ 523 and ARQ 069; these compounds maintain the kinase in an inactive conformation and inhibit autophosphorylation. {ECO:0000269|PubMed:17803937, ECO:0000269|PubMed:21454610}.
P21810	
P21815	
P21817	ENZYME REGULATION: Channel activity is modulated by the alkaloid ryanodine that binds to the open Ca-release channel with high affinity. At low concentrations, ryanodine maintains the channel in an open conformation. High ryanodine concentrations inhibit channel activity (By similarity). Channel activity is regulated by calmodulin (CALM) (PubMed:18650434). The calcium release is activated by increased cytoplasmic calcium levels, by nitric oxyde (NO), caffeine and ATP (PubMed:18268335, PubMed:16163667). Channel activity is inhibited by magnesium ions, possibly by competition for calcium binding sites (By similarity). {ECO:0000250|UniProtKB:P11716, ECO:0000269|PubMed:16163667, ECO:0000269|PubMed:18268335, ECO:0000269|PubMed:18650434}.
P21854	
P21860	
P21912	
P21917	ENZYME REGULATION: Signaling in response to agonists such as dopamine, epinephrine and norepinephrine is modulated by Na(+); lower Na(+) levels result in higher receptor activity (in vitro). {ECO:0000269|PubMed:16423344, ECO:0000269|PubMed:29051383}.
P21918	
P21926	
P21941	
P21953	
P21964	
P21980	
P22001	
P22003	
P22004	
P22033	ENZYME REGULATION: Inhibited by itaconyl-CoA, a metabolite that inactivates the coenzyme B12 cofactor (PubMed:29056341).
P22059	
P22061	
P22079	
P22083	
P22087	
P22090	
P22102	
P22103	
P22105	
P22223	
P22234	
P22301	
P22303	
P22304	
P22307	
P22309	
P22310	
P22314	
P22352	
P22362	
P22392	
P22413	ENZYME REGULATION: At low concentrations of ATP, a phosphorylated intermediate is formed which inhibits further hydrolysis.
P22415	
P22455	ENZYME REGULATION: Present in an inactive conformation in the absence of bound ligand. Ligand binding leads to dimerization and activation by autophosphorylation on tyrosine residues. {ECO:0000269|PubMed:18480409}.
P22459	ENZYME REGULATION: Inhibited by 4-aminopyridine (4-AP), but not by tetraethylammonium (TEA) and charybdotoxin (CTX). {ECO:0000269|PubMed:19912772}.
P22460	
P22466	
P22492	
P22528	
P22531	
P22532	
P22557	
P22570	
P22607	ENZYME REGULATION: Present in an inactive conformation in the absence of bound ligand. Ligand binding leads to dimerization and activation by autophosphorylation on tyrosine residues. Inhibited by SU5402. {ECO:0000269|PubMed:14732692, ECO:0000269|PubMed:17145761, ECO:0000269|PubMed:17509076}.
P22612	ENZYME REGULATION: Activated by cAMP.
P22626	
P22670	
P22674	
P22676	
P22680	
P22681	
P22692	
P22694	ENZYME REGULATION: Activated by cAMP.
P22695	
P22732	ENZYME REGULATION: The uptake of 2-deoxyglucose is inhibited by cytochalasin B. {ECO:0000269|PubMed:1695905}.
P22735	
P22736	
P22748	ENZYME REGULATION: Activated by histamine, L-adrenaline, D-phenylalanine, L- and D-histidine. Inhibited by coumarins, saccharin, sulfonamide derivatives such as acetazolamide and Foscarnet (phosphonoformate trisodium salt). {ECO:0000269|PubMed:16686544, ECO:0000269|PubMed:16807956, ECO:0000269|PubMed:17127057, ECO:0000269|PubMed:17314045, ECO:0000269|PubMed:17705204, ECO:0000269|PubMed:18618712, ECO:0000269|PubMed:19186056, ECO:0000269|PubMed:19206230}.
P22749	
P22760	
P22792	
P22794	
P22830	ENZYME REGULATION: Inhibited by nitric oxide (NO). The 2Fe-2S cluster could act as a NO sensor.
P22888	
P22891	
P22894	ENZYME REGULATION: Cannot be activated without removal of the activation peptide.
P22897	
P22914	
P23025	
P23083	
P23109	
P23141	ENZYME REGULATION: Activated by CHAPS. {ECO:0000269|PubMed:9490062}.
P23142	
P23193	
P23219	
P23229	
P23246	
P23258	
P23276	
P23280	ENZYME REGULATION: Inhibited by coumarins, sulfonamide derivatives such as acetazolamide (AZA), saccharin and Foscarnet (phosphonoformate trisodium salt). {ECO:0000269|PubMed:17314045, ECO:0000269|PubMed:17705204, ECO:0000269|PubMed:19186056, ECO:0000269|PubMed:19206230}.
P23284	ENZYME REGULATION: Cyclosporin A (CsA) inhibits CYPB.
P23297	
P23327	
P23352	
P23368	ENZYME REGULATION: Subject to allosteric activation by fumarate.
P23378	ENZYME REGULATION: Stimulated by lipoic acid. Inhibited in presence of methylamine (By similarity). {ECO:0000250|UniProtKB:P15505}.
P23381	
P23396	ENZYME REGULATION: Endonuclease activity is inhibited by MgCl2 on apurinic/apyrimidinic DNA but not on UV-irradiated DNA. {ECO:0000269|PubMed:15707971}.
P23409	
P23415	ENZYME REGULATION: Channel activity is potentiated by nanomolar concentrations of Zn(2+); half-maximal activation is observed with 37 nM Zn(2+) (PubMed:16144831). Inhibited by higher Zn(2+) levels; haf-maximal inhibition occurs at 20 uM Zn(2+) (PubMed:16144831). Inhibited by strychnine (PubMed:2155780, PubMed:16144831, PubMed:25445488). Inhibited by lindane (PubMed:25445488). Inhibited by picrotoxin (PubMed:22715885, PubMed:23994010, PubMed:25730860). Strychnine binding locks the channel in a closed conformation and prevents channel opening in response to extracellular glycine (By similarity). {ECO:0000250|UniProtKB:O93430, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:22715885, ECO:0000269|PubMed:23994010, ECO:0000269|PubMed:25445488, ECO:0000269|PubMed:25730860}.
P23416	ENZYME REGULATION: Inhibited by strychnine (PubMed:2155780, PubMed:15302677). Inhibited by picrotoxin (PubMed:15302677). Channel activity is potentiated by 10-100 uM Zn(2+) (PubMed:15302677, PubMed:16144831, PubMed:23895467). Channel activity is marginally increased by 50 mM ethanol; it is strongly increased by a combination of 0.5 uM Zn(2+) and 50 mM ethanol (PubMed:23895467). Channel activity is inhibited by 100-1000 uM Zn(2+) (PubMed:15302677). {ECO:0000269|PubMed:15302677, ECO:0000269|PubMed:16144831, ECO:0000269|PubMed:2155780, ECO:0000269|PubMed:23895467}.
P23434	
P23435	
